date,open,high,low,adjClose,value,volume,count,yesterday,close
2020-11-30,1030.0,1030.0,1030.0,1030.0,2797533560,2716052,524,1000.0,1030.0
2020-12-01,1080.0,1080.0,1080.0,1030.0,4414142520,4087169,282,1030.0,1080.0
2020-12-02,1080.0,1080.0,980.0,1030.0,6851255970,6601275,428,1030.0,1000.0
2020-12-05,1000.0,1080.0,980.0,1030.0,10871675470,10533833,425,1030.0,1010.0
2020-12-06,1000.0,1030.0,980.0,1030.0,7725514550,7807678,387,1030.0,1000.0
2020-12-07,980.0,1020.0,980.0,1030.0,11295935530,11419469,332,1030.0,980.0
2020-12-08,980.0,990.0,980.0,1030.0,4466603430,4556611,167,1030.0,980.0
2020-12-09,980.0,980.0,980.0,1030.0,4206658820,4292509,124,1030.0,980.0
2020-12-12,980.0,980.0,980.0,1030.0,8912486520,9094374,340,1030.0,980.0
2020-12-13,980.0,980.0,980.0,1030.0,1209745320,1234434,50,1030.0,980.0
2020-12-15,980.0,980.0,980.0,1030.0,15190000,15500,2,1030.0,980.0
2020-12-16,980.0,980.0,980.0,1030.0,173823580,177371,18,1030.0,980.0
2020-12-19,980.0,980.0,980.0,1030.0,116669000,119050,9,1030.0,980.0
2020-12-20,980.0,980.0,980.0,1030.0,821922080,838696,28,1030.0,980.0
2020-12-21,980.0,980.0,980.0,1030.0,42012600,42870,7,1030.0,980.0
2020-12-22,980.0,980.0,980.0,1030.0,147713440,150728,13,1030.0,980.0
2020-12-23,980.0,980.0,980.0,1030.0,708768340,723233,28,1030.0,980.0
2020-12-26,980.0,980.0,980.0,1030.0,1799492660,1836217,38,1030.0,980.0
2020-12-27,980.0,980.0,980.0,1030.0,42693700,43565,7,1030.0,980.0
2020-12-28,980.0,980.0,980.0,1030.0,106292760,108462,14,1030.0,980.0
2020-12-29,980.0,980.0,980.0,1030.0,73772440,75278,5,1030.0,980.0
2020-12-30,980.0,980.0,980.0,1030.0,74318300,75835,12,1030.0,980.0
2021-01-02,980.0,980.0,980.0,1030.0,37627100,38395,6,1030.0,980.0
2021-01-03,980.0,980.0,980.0,1030.0,28037800,28610,5,1030.0,980.0
2021-01-04,980.0,980.0,980.0,1030.0,107362920,109554,8,1030.0,980.0
2021-01-05,980.0,980.0,980.0,1030.0,22381240,22838,4,1030.0,980.0
2021-01-06,980.0,980.0,980.0,1030.0,9800000,10000,1,1030.0,980.0
2021-01-09,980.0,980.0,980.0,1030.0,104417040,106548,7,1030.0,980.0
2021-01-10,980.0,980.0,980.0,1030.0,63896000,65200,3,1030.0,980.0
2021-01-11,980.0,980.0,980.0,1030.0,2791778920,2848754,51,1030.0,980.0
2021-01-12,980.0,980.0,980.0,1030.0,20848520,21274,3,1030.0,980.0
2021-01-13,980.0,980.0,980.0,1030.0,90013980,91851,6,1030.0,980.0
2021-01-16,980.0,980.0,980.0,1030.0,48674640,49668,7,1030.0,980.0
2021-01-19,980.0,980.0,980.0,1030.0,181161820,184859,17,1030.0,980.0
2021-01-20,980.0,980.0,980.0,1030.0,5880000,6000,1,1030.0,980.0
2021-02-13,1010.0,1010.0,1010.0,1030.0,2314012010,2291101,77,1030.0,1010.0
2021-02-14,1010.0,1010.0,1010.0,1030.0,963884410,954341,26,1030.0,1010.0
2021-02-15,1010.0,1010.0,1010.0,1030.0,18412300,18230,3,1030.0,1010.0
2021-02-16,1010.0,1010.0,1010.0,1030.0,66671110,66011,9,1030.0,1010.0
2021-02-17,1010.0,1010.0,1010.0,1030.0,36580180,36218,5,1030.0,1010.0
2021-02-20,1010.0,1010.0,1010.0,1030.0,69741510,69051,3,1030.0,1010.0
2021-02-21,1010.0,1010.0,1010.0,1030.0,63215900,62590,15,1030.0,1010.0
2021-02-22,1010.0,1010.0,1010.0,1030.0,19998000,19800,1,1030.0,1010.0
2021-02-23,1010.0,1010.0,1010.0,1030.0,377431950,373695,12,1030.0,1010.0
2021-02-24,1010.0,1010.0,1010.0,1030.0,288401460,285546,12,1030.0,1010.0
2021-02-27,1010.0,1010.0,1010.0,1030.0,170887960,169196,9,1030.0,1010.0
2021-02-28,1010.0,1010.0,1010.0,1030.0,35350000,35000,5,1030.0,1010.0
2021-03-01,1010.0,1010.0,1010.0,1030.0,305321990,302299,13,1030.0,1010.0
2021-03-02,1010.0,1010.0,1010.0,1030.0,177032800,175280,8,1030.0,1010.0
2021-03-03,1010.0,1010.0,1010.0,1030.0,215786500,213650,5,1030.0,1010.0
2021-03-06,1010.0,1010.0,1010.0,1030.0,212406030,210303,5,1030.0,1010.0
2021-03-08,1010.0,1010.0,1010.0,1030.0,137489280,136128,4,1030.0,1010.0
2021-03-09,1010.0,1010.0,1010.0,1030.0,13938000,13800,1,1030.0,1010.0
2021-03-10,1010.0,1010.0,1010.0,1030.0,5030810,4981,1,1030.0,1010.0
2021-03-14,1010.0,1010.0,1010.0,1030.0,99765780,98778,4,1030.0,1010.0
2021-03-15,1010.0,1010.0,1010.0,1030.0,41814000,41400,1,1030.0,1010.0
2021-04-04,1010.0,1010.0,1010.0,1030.0,124879430,123643,8,1030.0,1010.0
2021-04-05,1010.0,1010.0,1010.0,1030.0,5019700,4970,1,1030.0,1010.0
2021-04-07,1010.0,1010.0,1010.0,1030.0,5957990,5899,1,1030.0,1010.0
