date,open,high,low,adjClose,value,volume,count,close
2020-07-15,25000.0,25000.0,25000.0,25000.0,649999550000,25999982,4454161,25000.0
2020-07-18,26250.0,26250.0,26250.0,25078.0,3289177500,125302,22278,26250.0
2020-07-19,26331.0,26331.0,26331.0,25625.0,22988911494,873074,18838,26331.0
2020-07-20,26906.0,26906.0,26906.0,25683.0,2416051176,89796,15773,26906.0
2020-07-21,26967.0,26967.0,26967.0,25745.0,2604499827,96581,16897,26967.0
2020-07-22,27032.0,27032.0,27032.0,25786.0,1708557560,63205,11018,27032.0
2020-07-25,27075.0,27075.0,27075.0,25838.0,2126010225,78523,13754,27075.0
2020-07-26,27129.0,27129.0,27129.0,25890.0,2117662611,78059,13586,27129.0
2020-07-27,27184.0,27184.0,27184.0,25958.0,2781004752,102303,17799,27184.0
2020-07-28,27255.0,27255.0,27255.0,26029.0,2879027415,105633,18351,27255.0
2020-07-29,27330.0,27330.0,27330.0,26063.0,1394950530,51041,8527,27330.0
2020-08-01,27366.0,27366.0,27366.0,26111.0,1949307546,71231,12387,27366.0
2020-08-02,27416.0,27416.0,27416.0,26157.0,1850442920,67495,11496,27416.0
2020-08-03,27464.0,27464.0,27464.0,26200.0,1727677848,62907,10877,27464.0
2020-08-04,27510.0,27510.0,27510.0,26269.0,2763572070,100457,17414,27510.0
2020-08-05,27582.0,27582.0,27582.0,26305.0,1451254512,52616,9101,27582.0
2020-08-09,27620.0,27620.0,27620.0,26347.0,1684129500,60975,10307,27620.0
2020-08-10,27664.0,27664.0,27664.0,26387.0,1577373616,57019,9864,27664.0
2020-08-11,27706.0,27706.0,27706.0,26419.0,1264280192,45632,7915,27706.0
2020-08-12,27739.0,27739.0,27739.0,26441.0,860657953,31027,5380,27739.0
2020-08-15,27763.0,27763.0,27763.0,26466.0,983504275,35425,6132,27763.0
2020-08-16,27789.0,27789.0,27789.0,26489.0,915619761,32949,5112,27789.0
2020-08-17,27813.0,27813.0,27813.0,26524.0,1393959747,50119,8553,27813.0
2020-08-18,27850.0,27850.0,27850.0,26565.0,1634265850,58681,9538,27850.0
2020-08-19,27893.0,27893.0,27893.0,26591.0,1048916265,37605,6463,27893.0
2020-08-22,27920.0,27920.0,27920.0,26628.0,1472556640,52742,5790,27920.0
2020-08-23,27959.0,27959.0,27959.0,26660.0,1270289206,45434,7705,27959.0
2020-08-24,27993.0,27993.0,27993.0,26695.0,1380278844,49308,8409,27993.0
2020-08-25,28029.0,28029.0,28029.0,26737.0,1676358432,59808,10286,28029.0
2020-08-26,28073.0,28073.0,28073.0,26774.0,1453030407,51759,8823,28073.0
2020-08-31,28112.0,28112.0,28112.0,26915.0,5513831456,196138,33651,28112.0
2020-09-01,28260.0,28260.0,28260.0,27094.0,7022666520,248502,30763,28260.0
